product_id,source,title,price,image_url,product_url
601102158515043,temu,"8pcs Toddler Bath Toys, Bathtubs, Swimming Pools, Water Play Toys for Kids Over 18 Months Old In Bathrooms, Waterwheel Funnel And Dinosaur Water Guns, Babies Love Bathing, Summer Essential Toys",8.66,https://img.kwcdn.com/product/fancyalgo/toaster-api/toaster-processor-image-cm2in/53fcc33e-5b1a-11f0-94ba-0a580a6328b6.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/8pcs-toddler-bath-toys-bathtubs-swimming-pools-water-play-toys-for-kids--months-old-in-bathrooms--funnel-and--guns--bathing-summer-essential-toys-g-601102158515043.html
601099616441786,temu,Adorable Lifelike Reborn Baby Dolls Girl Bettie 18 Inch Lovely Realistic Newborn Babies Handmade Soft Cloth Body Blue Eyes,34.33,https://img.kwcdn.com/product/fancy/f8ec7cc3-507d-409a-a6eb-0aa3d9cfbfdc.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/adorable--baby-dolls-girl--18-inch-lovely-realistic-newborn-babies-handmade-soft-cloth--eyes-g-601099616441786.html
601101310834297,temu,"2pcs Wind-Up Duck Bath Toys - Interactive Clockwork Swimming Ducks for Baby Bathtub & Pool, Safe Non-Toxic Material, Cute Cartoon Design (White/Yellow/Black) - Sensory Stimulation & Motor Skills Devel",2.78,https://img.kwcdn.com/product/fancy/6abca567-ed2e-4660-aa11-fa32b20a7161.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/2pcs-wind-up-duck-bath-toys-interactive--swimming-ducks-for-baby-bathtub-pool-safe-non-toxic-material-cute-cartoon-design-white-yellow-black-sensory-stimulation-motor-skills-development-water-bath-toy-toddler-----material-infants-and-toddlers-g-601101310834297.html
601101184697297,temu,"1pc Mushroom Bear Plush Toy Set - Soft Polyester Blend Stuffed Animals - Cute Elephant, Rabbit, Panda, Frog - Comforting Soothing Dolls - Cozy Skin-Friendly Playthings",8.73,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0a76f493401deafe1d0139612c5189d8.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/1pc-mushroom-bear-plush-toy-set-soft-polyester-blend-stuffed-animals-cute-elephant-rabbit-panda-frog-comforting-soothing-dolls-cozy--playthings-g-601101184697297.html
601101805842719,temu,"Luminous Husky Plush Toy (Battery Not Included) Cute Soft Plush Animal, Christmas Party Gift Toy For Young Friends, Perfect Playmate Doll, Valentine'S Day Gift, Best Playing Doll For Compaion",11.85,https://img.kwcdn.com/product/fancy/ff45bedd-3dd4-49df-9e07-b0a3a71e880a.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/luminous--plush-toy-battery-not-included-cute-soft-plush-animal-christmas-party-gift-toy-for-young-friends-perfect-playmate-doll-valentines-day-gift-best-playing-doll-for-compaion-g-601101805842719.html
601101222985402,temu,"lamb stuffed animal,sheep stuffed animal,Sheep Plush Toy, Stuffed Animals,plush Animals, Birthday gift for girl,Halloween, Christmas",9.42,https://img.kwcdn.com/product/fancy/5a21fff2-83f0-4c37-a57a-73b169f2377e.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/soft-fluffy-sheep-plush-toy-white-mixed-colors-plush-stuffed-animal-with--eyes--dog-toy-sofa-pillow-for-christmas-halloween-decor-birthday-gift-for-kids-kids-gift-item-christmas-decor-g-601101222985402.html
601100105596126,temu,"Cone Ice Cream Plush Toy, 26cm/10.23 Inches High, Crystal Super Soft Fabric, Cute Design, Soft, Suitable For Holiday Birthday School Opening Gift, Party Home Accessories, 1pc",8.47,https://img.kwcdn.com/product/fancy/eeb1a0f2-9c55-42cc-abbd-cabf0b272259.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/-cream-plush-toy-26cm-10-23-inches-high-crystal-super-soft-fabric-cute--suitable-for-holiday-birthday-school-opening-gift-party-home-accessories-1pc-g-601100105596126.html
601101387855895,temu,"Rainbow Colored Cat Stuffed Toys Light Up At Night, Cute And Soft Plush Toy, Perfect Doll Toys for Children, Boys And Girls, Kids Birthday Gift, Happy Children's Day Present, Glowing Companion Toys",14.15,https://img.kwcdn.com/product/fancy/4c1d1694-a075-40eb-95d4-a654d293d3f0.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/rainbow-colored-cat-stuffed-toys-light--cute-and-soft-plush-toy--toys-for-children-boys-and-girls-kids-birthday-gift-happy-childrens-day-present-glowing-companion-toys-g-601101387855895.html
601099950145650,temu,"Musical Glowing Rainbow Sheep Stuffed Animal (Without Battery), Happy Mother's Day Gift Toy, Cute Sheep Soft Plush Toy with Colorful Lights, Children's Playing Accompany Doll, Birthday Favors for Kids",15.83,https://img.kwcdn.com/product/fancy/e023ac82-5c18-4a5c-a997-1969ca288744.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/1pc--plush-toy-with-sound-lights-polyester--stuffed-animal-multicolor-glowing-music-lamb-for--sleep-aid-doll-christmas-birthday-party-gift-battery-not-included-stuffed-plushies-g-601099950145650.html
601100233344297,temu,"30cm/12 Inch Reborn Doll Realistic Baby Doll with Set Of Hat Socks Pacifier, Holiday Gift, Easter Surprise, Easter Special, Party Favor, Simulated Doll, Local Warehouse Fast Shipment",15.89,https://img.kwcdn.com/product/open/90ae0219830040e487ba8af0ffbfcf39-goods.jpeg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/--12-inch--doll-a-lifelike--doll--with-a-set-including-a-hat-socks-and-a-soothing-item-its-a-festival-gift-g-601100233344297.html
602416925763844,temu,"10'' Kawaii Donut Plush Pillow – Soft 4-Way Stretch Stuffed Pastry Toy, Cute Frosted Doughnut Cushion for Kids & Adults | Machine-Washable, CPSIA Safe Gift & Room Décor Accent",8.17,https://img.kwcdn.com/local-goods-image/2079f62f21/020f2041-7a8d-4bae-bd04-853d1ec0d425_5472x5472.jpeg.format.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/10--plush--4-way-stretch-stuffed-pastry-toy-cute-frosted-doughnut-cushion-for-kids-adults-machine-washable-cpsia-safe-gift-room-decor-accent-g-602416925763844.html
601101723448533,temu,"1pc Baby Teething Toys - Food-Grade Silicone Teething Rings for Babies, Textured Bumps & Ridges for Oral Motor Skills Development, Teething, 3 Colors (White/Red/Blue) - Baby Care Essentials & Children",2.77,https://img.kwcdn.com/product/fancy/3a84ca20-0ea6-4714-a9f3-43205a6d90e6.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/1pc-baby-teething-toys-food-grade-silicone-teething-rings-for-babies-textured---for-oral-motor-skills-development-teething-relief-3-colors-white-red-blue-baby--childrens-gifts-toddler-accessories-babyfriendly-design-nontoxic-teether-infant-teether--moms-g-601101723448533.html
601101151365098,temu,"The Greatest Rubber Duck Assortment (13/25Pack) Rubber Duck Toy Duckies For Kids, Bath Birthday Gifts Baby Showers Classroom Incentives, Summer Beach And Pool Activity",8.57,https://img.kwcdn.com/product/fancy/3be65e24-cf57-4165-ba17-655bff83a4ba.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/surprise-assortment-of-colorful-rubber-ducks-diy-fun-hanging-ornament-for-indoor-car-decor-interactive-prank-toy-with-christmas-design--weddings-parties-and-easter-celebrations-festive-decoration--design-durable-rubber-ducks-rubber-ducks-g-601101151365098.html
602499067028352,temu,"Head Safety Protector Pad for Baby Toddler Walker, Hooded Towel Infant Talking Head Protection Backpack Cushion",9.71,https://img.kwcdn.com/local-goods-image/20237f2e18/9c09803c-6e26-4daf-9f96-b53cc96c6965_1500x1500.jpeg.format.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/6-styles-2packs-head-safety-protector-pad-for-baby-toddler-walker-hooded-towel-infant--protection-backpack-cushion-g-602499067028352.html
601102047610254,temu,23.62inch Brown Black Light Beige Asleep Reborn Baby Doll Toy for Girl Big Fat Toddler Babies Vinyl Limbs Cloth Body Doll Kid Birthday Gift Play House Lifelike Toy,34.09,https://img.kwcdn.com/product/open/ba0be5fd4683430bb47617be6e688c59-goods.jpeg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/23-62inch--light-beige---doll-toy-for-girl--toddler-babies-vinyl-limbs-cloth-body-doll-kid-birthday-gift-play-house-lifelike-toy-g-601102047610254.html
601101963218196,temu,"1/2/3pcs Interactive Electric Plush Sheep Toys with Moving & Shouting Sounds, Light Brown with White Accents & Pink Bells - Safe Pet & Child Companionship for Cats, Dogs, Kids, Parties & Daily Fun, Pe",4.13,https://img.kwcdn.com/product/fancy/5eb4e4f3-dbe3-40cb-ac9b-feac8838b7f0.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/1-2-3pcs-interactive-electric-plush-sheep-toys-with-moving-shouting-sounds-light-brown-with-white-accents-pink-bells--child-companionship-for--kids-parties--pet-toy--soft-texture-party-entertainment--design--material-party-favors-g-601101963218196.html
601100536231585,temu,"[Musical Crab Toy] Musical Crawling Talking Crab Toy | Interactive Tummy Time Toys, Sensory Crabs Toy For Boys And Girls, Crawling Sing Toys Talking Moving Crab Plush Stuffed Animal Toys",8.56,https://img.kwcdn.com/product/fancy/2ea71e4d-9434-432e-ba60-e206a6087181.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/crawling-crab-toy-musical-crawling-talking-crab-toy-interactive-tummy-time-toys-crawling-sing-toys-talking-moving-crab-plush-stuffed-animal-toys-sensory-crabs-toy-for-boys-and-girls-g-601100536231585.html
601101577613683,temu,"1pc Mini Palm Simulation Baby Doll - Animal & Fairy Dress Up Toy with Realistic Hair & Expressions, 4inch PVC Cute Doll for Kids, Perfect Gift for Birthday, Halloween, Christmas, Easter, Mini Baby Dol",4.47,https://img.kwcdn.com/product/open/2c062fb226da41f494b8a605b6d2cb72-goods.jpeg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/1pc-mini-palm-simulation-baby-doll-animal-fairy-dress-up-toy-with-realistic-hair--4inch-pvc-cute-doll-for--gift-for-birthday-halloween-christmas-easter-mini-baby-doll-imaginative-play--design-detailed--holiday-gifts-durable-material-children-gifts-g-601101577613683.html
601101699870427,temu,"Musical Glowing Rainbow Cat Plush Toy, Cuddly Soft Stuffed Animal With LED, Interactive Playing Doll For Kids, Valentine'S Day & Birthday Gift, Decorative Plush Companion Toy",15.79,https://img.kwcdn.com/product/fancy/5f8b9733-18ba-4f52-a8eb-a7780a795bf7.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/musical-glowing-rainbow-cat-plush-toy--stuffed-animal-with-led-interactive-playing-doll-for-kids-valentines-day-birthday-gift-decorative-plush-companion-toy-g-601101699870427.html
601099601888169,temu,"30cm/12inch Reborn Doll With Blue Clothes Blanket, Christmas Gift",15.95,https://img.kwcdn.com/product/fancy/7cf9107b-0469-4500-b947-eb05e9f41962.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/30cm-12inch--doll-with-blue-clothes-blanket-christmas-gift-g-601099601888169.html
601101057803149,temu,"2-Color Sunflower Shower Bath Toy with Soft Water Spray - Durable Plastic Kids Bath Accessory for Infants & Toddlers, Safe Water Play & Bath Time Fun, Birthday Gift (Red/Yellow)",11.29,https://img.kwcdn.com/product/open/2024-09-13/1726229644168-f882a96af3bf4d0d9b950b1b908b0d6b-goods.jpeg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/2-color-sunflower-shower-bath-toy-with-soft-water-spray-durable-plastic-kids-bath-accessory-for-infants-toddlers--play--fun-birthday-gift-red-yellow-g-601101057803149.html
601099642410256,temu,Reborn Baby 20 Inch 50Cm Reborn Doll Lifelike Soft Vinyl Silicone Reborn Baby Doll Looks Like A Real Baby Handmade Reborn Baby Toddler Toy Birthday Gift,30.72,https://img.kwcdn.com/product/fancy/2f05371f-3d53-4717-9d1c-aa72c78f06e9.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/-20-inch-50cm--doll-lifelike-soft---doll-looks-like-a-real-baby-handmade--toddler-toy-birthday-gift-g-601099642410256.html
601099930296667,temu,"22"" Waterproof Full-Body Soft Silicone Vinyl Reborn Doll with Realistic, Cuddly Pink Outfit, 3D Painted Skin & Hair - Perfect for Bath Time & Holiday Gifts",26.76,https://img.kwcdn.com/product/fancy/9323fb5b-544f-4a90-b4bf-e7cabe18e5a1.jpg?imageView2/2/w/500/q/70/format/webp,https://www.temu.com/22-waterproof-full--silicone-vinyl--doll-with-realistic-cuddly-pink-outfit-3d-painted-skin-hair---holiday-gifts-g-601099930296667.html
